key	function	param	verdict	S0	S1	S2	S3	lit	lit_hoisted	fmt_lit	lit_deferred	leak_lit	string_b	reasons_S0	reasons_S2	reasons_S3	culprit_S2	culprit_S3	func_value_sites
crypto/tls/conn.go:586:52	crypto/tls.(Conn).newRecordHeaderError	1	leak-result	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field			
crypto/tls/ech.go:464:19	crypto/tls.validDNSName	0	leak-heap	false	false	false	false	0	0	0	0	0	1	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
crypto/x509/cert_pool.go:194:50	crypto/x509.(CertPool).addCertFunc	1	leak-heap	false	false	false	false	0	0	0	0	0	3	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)	go: the parameter's -m verdict is not noescape; use: map key (no sstring map indexer)			
crypto/x509/oid.go:130:32	crypto/x509.(OID).unmarshalOIDText	0	leak-heap	false	false	false	false	0	0	0	0	0	1	gap: range over the string (sstring has no enumerator); go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
crypto/x509/verify.go:570:2	crypto/x509.(Certificate).checkNameConstraints	2	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)	go: the parameter's -m verdict is not noescape; use: converted to an interface (box)			
debug/dwarf/buf.go:190:21	debug/dwarf.(buf).error	0	leak-heap	false	false	false	false	0	0	0	0	24	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
debug/dwarf/buf.go:54:42	debug/dwarf.makeBuf	2	leak-result	false	false	false	false	0	0	0	0	20	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
debug/dwarf/type.go:407:25	debug/dwarf.(Data).readType	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: stored in a composite literal			
debug/elf/file.go:745:24	debug/elf.(File).Section	0	noescape	false	false	false	true	2	2	0	0	0	0	sig: exported method (reflection reach)	sig: exported method (reflection reach)				
debug/plan9obj/file.go:333:24	debug/plan9obj.(File).Section	0	noescape	false	false	false	true	2	2	0	0	0	0	sig: exported method (reflection reach)	sig: exported method (reflection reach)				
encoding/asn1/asn1.go:1116:45	encoding/asn1.UnmarshalWithParams	2	noescape	false	false	false	false	1	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	encoding/asn1.parseFieldParameters	encoding/asn1.parseFieldParameters	
encoding/asn1/marshal.go:736:33	encoding/asn1.MarshalWithParams	1	noescape	false	false	false	false	1	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	encoding/asn1.parseFieldParameters	encoding/asn1.parseFieldParameters	
encoding/base32/base32.go:61:18	encoding/base32.NewEncoding	0	noescape	false	true	true	true	2	0	0	0	0	0	gap: copy(dst, s) (sstring has no copy)					
encoding/base64/base64.go:64:18	encoding/base64.NewEncoding	0	noescape	false	true	true	true	2	0	0	0	0	0	gap: copy(dst, s) (sstring has no copy)					
encoding/gob/error.go:23:13	encoding/gob.errorf	0	noescape	true	true	true	true	0	0	64	0	0	0						
encoding/gob/type.go:599:18	encoding/gob.getBaseType	0	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
encoding/gob/type.go:630:20	encoding/gob.bootstrapType	0	leak-heap	false	false	false	false	0	0	0	0	15	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
encoding/json/decode.go:833:37	encoding/json.(decodeState).convertNumber	0	leak-heap	false	false	false	false	0	0	0	0	0	2	go: the parameter's -m verdict is not noescape; use: converted to a named string type	go: the parameter's -m verdict is not noescape; use: converted to a named string type	go: the parameter's -m verdict is not noescape; use: converted to a named string type			
encoding/json/scanner.go:591:33	encoding/json.(scanner).error	1	noescape	true	true	true	true	27	26	0	0	0	0						
encoding/json/tags.go:25:30	encoding/json.(tagOptions).Contains	0	noescape	false	false	false	true	3	3	0	0	0	0	sig: exported method (reflection reach)	sig: exported method (reflection reach)				
encoding/xml/marshal.go:1001:31	encoding/xml.(printer).WriteString	0	leak-heap	false	false	false	false	0	0	0	0	13	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); sig: method matching an interface method (binder: exact parameter types)	go: the parameter's -m verdict is not noescape			
encoding/xml/xml.go:2049:15	encoding/xml.procInst	0	noescape	false	false	false	false	2	2	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	strings.Index	strings.Index	
encoding/xml/xml.go:460:26	encoding/xml.(Decoder).pushNs	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field			
encoding/xml/xml.go:468:31	encoding/xml.(Decoder).syntaxError	0	leak-heap	false	false	false	false	0	0	0	0	16	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
errors/errors.go:64:10	errors.New	0	leak-heap	false	false	false	false	0	0	0	0	1364	1	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
expvar/expvar.go:309:14	expvar.Publish	0	leak-heap	false	false	false	false	0	0	0	0	2	0	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a slice, array or map element, or appended as an element	go: the parameter's -m verdict is not noescape; use: converted to an interface (box); use: stored in a slice, array or map element, or appended as an element			
flag/flag.go:1045:23	flag.Var	1	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:1045:36	flag.Var	2	leak-heap	false	false	false	false	0	0	0	0	4	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:1050:27	flag.(FlagSet).sprintf	0	noescape	false	false	true	true	0	0	4	0	0	0	cascade: passed to a parameter that does not survive					
flag/flag.go:1058:25	flag.(FlagSet).failf	0	noescape	false	false	true	true	0	0	6	0	0	0	cascade: passed to a parameter that does not survive					
flag/flag.go:1223:17	flag.NewFlagSet	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
flag/flag.go:768:11	flag.Bool	0	leak-heap	false	false	false	false	0	0	0	0	7	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:768:36	flag.Bool	2	leak-heap	false	false	false	false	0	0	0	0	7	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:794:10	flag.Int	0	leak-heap	false	false	false	false	0	0	0	0	5	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:794:34	flag.Int	2	leak-heap	false	false	false	false	0	0	0	0	5	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:846:11	flag.Uint	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:846:36	flag.Uint	2	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:884:27	flag.StringVar	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:884:40	flag.StringVar	2	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:884:54	flag.StringVar	3	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:898:13	flag.String	0	leak-heap	false	false	false	false	0	0	0	0	17	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:898:26	flag.String	1	leak-heap	false	false	false	false	0	0	0	0	17	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:898:40	flag.String	2	leak-heap	false	false	false	false	0	0	0	0	17	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:954:15	flag.Duration	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
flag/flag.go:954:49	flag.Duration	2	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
fmt/errors.go:22:13	fmt.Errorf	0	noescape	false	false	true	true	0	0	920	0	0	0	sig: the function is used as a value in test files only (e.g. export_test.go)					1, first fmt/errors_test.go:17:21
fmt/format.go:111:25	fmt.(fmt).padString	0	noescape	false	true	true	true	2	2	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/format.go:197:72	fmt.(fmt).fmtInteger	4	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/format.go:327:30	fmt.(fmt).truncateString	0	leak-result	false	false	false	false	0	0	0	0	0	0	gap: range over the string (sstring has no enumerator); go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned	go: the parameter's -m verdict is not noescape; use: returned			
fmt/format.go:360:20	fmt.(fmt).fmtS	0	noescape	false	false	false	false	0	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	fmt.(fmt).truncateString	fmt.(fmt).truncateString	
fmt/format.go:372:22	fmt.(fmt).fmtSbx	0	noescape	true	true	true	true	1	0	0	0	0	0						
fmt/format.go:372:42	fmt.(fmt).fmtSbx	2	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/format.go:438:21	fmt.(fmt).fmtSx	0	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/format.go:438:24	fmt.(fmt).fmtSx	1	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/format.go:443:31	fmt.(fmt).fmtBx	1	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/format.go:450:20	fmt.(fmt).fmtQ	0	noescape	false	false	false	false	0	0	0	0	0	1	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	fmt.(fmt).truncateString	fmt.(fmt).truncateString	
fmt/print.go:1019:23	fmt.(pp).doPrintf	0	noescape	false	false	true	true	0	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/print.go:107:30	fmt.(buffer).writeString	0	noescape	false	true	true	true	3	1	0	0	0	0	gap: append(b, s...) (sstring has no spread)					
fmt/print.go:222:27	fmt.Fprintf	1	noescape	false	false	true	true	0	0	286	0	0	0	sig: the function is used as a value in test files only (e.g. export_test.go)					2, first reflect/all_test.go:3703:8
fmt/print.go:232:13	fmt.Printf	0	noescape	false	false	true	true	0	0	39	0	0	0	sig: the function is used as a value in test files only (e.g. export_test.go)					1, first crypto/internal/fips140test/check_test.go:117:60
fmt/print.go:237:14	fmt.Sprintf	0	noescape	false	false	true	true	0	0	446	0	0	0	sig: the function is used as a value in production (delegate signature)					3, first text/template/funcs.go:51:19
fmt/print.go:247:24	fmt.Appendf	1	noescape	false	false	true	true	0	0	2	0	0	0	cascade: passed to a parameter that does not survive					
fmt/print.go:357:15	fmt.parsenum	0	noescape	false	false	true	true	0	0	0	0	0	0	sig: the function is used as a value in test files only (e.g. export_test.go)					1, first fmt/export_test.go:8:16
fmt/print.go:488:24	fmt.(pp).fmtString	0	noescape	false	false	false	false	0	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive	fmt.(fmt).fmtS	fmt.(fmt).fmtS	
fmt/print.go:509:44	fmt.(pp).fmtBytes	2	noescape	false	true	true	true	1	1	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/print.go:587:45	fmt.(pp).catchPanic	2	noescape	false	false	false	true	4	4	0	4	0	0	sig: the callee of a defer/go statement (lowered into golib's generic defer: CS0306)	sig: the callee of a defer/go statement (lowered into golib's generic defer: CS0306)				
fmt/print.go:972:21	fmt.parseArgNumber	0	noescape	false	false	true	true	0	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/print.go:994:36	fmt.(pp).argNumber	1	noescape	false	false	true	true	0	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:1100:22	fmt.(ss).advance	0	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/scan.go:113:25	fmt.Sscanf	1	noescape	false	false	true	true	0	0	1	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:1181:22	fmt.(ss).doScanf	0	noescape	false	false	true	true	0	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:243:26	fmt.(ss).errorString	0	leak-heap	false	false	false	false	0	0	0	0	15	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
fmt/scan.go:468:16	fmt.indexRune	0	noescape	false	true	true	true	0	0	0	0	0	0	gap: range over the string (sstring has no enumerator)					
fmt/scan.go:479:22	fmt.(ss).consume	0	noescape	false	true	true	true	7	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:497:19	fmt.(ss).peek	0	noescape	false	true	true	true	5	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:515:21	fmt.(ss).accept	0	noescape	false	true	true	true	21	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:520:32	fmt.(ss).okVerb	1	noescape	false	true	true	true	3	2	0	0	0	0	gap: range over the string (sstring has no enumerator)					
fmt/scan.go:520:41	fmt.(ss).okVerb	2	noescape	true	true	true	true	6	6	0	0	0	0						
fmt/scan.go:588:25	fmt.(ss).scanNumber	0	noescape	false	true	true	true	0	0	0	0	0	0	cascade: passed to a parameter that does not survive					
fmt/scan.go:764:11	fmt.hasX	0	noescape	true	true	true	true	0	0	0	0	0	0						
fmt/scan.go:774:27	fmt.(ss).convertFloat	0	leak-heap	false	false	false	false	0	0	0	0	0	0	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field	go: the parameter's -m verdict is not noescape; use: stored in a struct field			
go/ast/ast.go:592:15	go/ast.NewIdent	0	leak-heap	false	false	false	false	0	0	0	0	7	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/ast/print.go:128:26	go/ast.(printer).printf	0	noescape	false	false	true	true	0	0	29	0	0	0	cascade: passed to a parameter that does not survive					
go/ast/print.go:22:19	go/ast.NotNilFilter	0	no-verdict	false	false	false	false	0	0	0	0	1	0	go: -m printed no verdict for the parameter; sig: the function is used as a value in production (delegate signature)	go: -m printed no verdict for the parameter	go: -m printed no verdict for the parameter			1, first go/ast/print.go:74:36
go/ast/resolve.go:25:44	go/ast.(pkgBuilder).errorf	1	noescape	false	false	true	true	0	0	3	0	0	0	cascade: passed to a parameter that does not survive					
go/build/build.go:381:12	go/build.envOr	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/build/build.go:576:29	go/build.(Context).Import	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); use: captured by a closure; use: converted to an interface (box); use: passed in a ...string tail; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; sig: exported method (reflection reach); use: captured by a closure; use: converted to an interface (box); use: passed in a ...string tail; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: converted to an interface (box); use: passed in a ...string tail; use: stored in a composite literal			
go/build/constraint/expr.go:153:12	go/build/constraint.Parse	0	leak-heap	false	false	false	false	0	0	0	0	0	1	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
go/build/constraint/expr.go:55:10	go/build/constraint.tag	0	leak-heap	false	false	false	false	0	0	0	0	3	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/build/read.go:311:36	go/build.(importReader).readKeyword	0	noescape	true	true	true	true	2	2	0	0	0	0						
go/build/read.go:36:22	go/build.newImportReader	0	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: stored in a composite literal			
go/build/read.go:556:19	go/build.parseGoEmbed	0	leak-heap	false	false	false	false	0	0	0	0	0	1	gap: range over the string (sstring has no enumerator); go: the parameter's -m verdict is not noescape; use: captured by a closure; use: converted to an interface (box); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: converted to an interface (box); use: stored in a composite literal	go: the parameter's -m verdict is not noescape; use: captured by a closure; use: converted to an interface (box); use: stored in a composite literal			
go/doc/comment/print.go:253:50	go/doc/comment.(commentPrinter).text	1	noescape	false	false	false	true	2	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive		go/doc/comment.(commentPrinter).text		
go/doc/comment/text.go:137:47	go/doc/comment.(textPrinter).text	1	noescape	false	false	false	true	2	0	0	0	0	0	cascade: passed to a parameter that does not survive	cascade: passed to a parameter that does not survive		bytes.(Buffer).WriteString		
go/doc/example.go:140:19	go/doc.isTest	1	noescape	true	true	true	true	5	5	0	0	0	0						
go/format/internal.go:23:33	go/format.parse	1	leak-heap	false	false	false	false	0	0	0	0	1	0	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape	go: the parameter's -m verdict is not noescape			
